speed,waiting_time,acceleration,density,priority
29.061711955532704,18.60000520571991,-2.4984290399561484,32.34311638925196,0.1
11.587601993170908,3.8265764350169706,-2.4476955517841814,87.92879053147557,0.30000000000000004
27.769544006006495,0.11034502868724871,3.118934526940542,77.48399579971826,0.2
0.9383984664482736,15.623961041138102,-0.023264781084144204,72.98830764165126,0.6
23.38380046300898,35.44376523483997,1.8496508888638399,20.151943088888768,0.4
26.623616322184898,39.22600498327047,-2.7610156958197827,68.8524734184922,0.7000000000000001
6.3124535080890665,25.803467372880107,3.927371740971214,97.95390130232846,0.6000000000000001
13.560309195493673,47.807191495879906,-1.4747987968195786,68.51941853001553,0.7000000000000001
4.134794540266707,40.99142660518318,-0.031140184317290043,27.976179246655665,0.7999999999999999
27.81260721879746,10.646623583700329,3.9397099894756096,30.354599841186747,0.0
20.769720315665808,56.65436781961661,-3.192018329597963,80.16441209594177,0.7000000000000001
5.070199517821226,16.93699725378311,-3.1136286695065696,99.28692684900471,0.30000000000000004
11.377074806735578,55.419609067555285,3.764952338343006,81.75272853311748,0.6000000000000001
21.624334043346202,3.3047128508823786,1.4782650439172489,52.627927541000986,0.0
22.198351587225236,23.78023377154441,1.0682300787646,51.582888199196745,0.4
6.209797994283055,57.01631759129156,2.4108446247499193,73.7790980079064,0.6000000000000001
14.70922716141158,21.721654253264802,2.250865993708688,4.5449945363785105,0.4
13.304347769486998,30.90020342184201,-4.895727550552253,25.31547049286491,0.5
8.54114778662116,40.59881847715233,0.999894611280217,13.919102768706482,0.4
25.828238513619436,45.89453349108234,-1.2198976531889896,8.562051175275599,0.5
18.82104255529566,48.47873494812034,2.695069405342485,75.2799768495791,0.6000000000000001
13.810066103557109,25.080815768909368,0.15037588675618974,13.288341355454758,0.4
3.233687997526893,33.11018173906154,-4.7212735065785125,38.740002102663254,0.7999999999999999
2.1062398268272755,5.285319688907844,2.235649533006846,43.59601294508203,0.3
9.845060529209299,17.96938459897766,-0.9727489245739189,74.10031596173513,0.30000000000000004
1.2373642477358904,49.474043035752054,-4.92920480925976,7.553098288323435,0.7999999999999999
